replicate	flat	pot	pipet	genotype	treatment	colony
Bac037	flat17	pot102	pipet237	dde2/ein2/pad4/sid2	_mock	6.694955878
Bac037	flat17	pot102	pipet237	dde2/ein2/pad4/sid2	_mock	7.281221602
Bac037	flat17	pot104	pipet238	dde2/ein2/pad4/sid2	_mock	6.316725459
Bac037	flat17	pot104	pipet238	dde2/ein2/pad4/sid2	_mock	6.025949097
Bac037	flat17	pot104	pipet238	dde2/ein2/pad4/sid2	_mock	5.590220528
Bac037	flat18	pot106	pipet238	dde2/ein2/pad4/sid2	_mock	6.891250523
Bac037	flat18	pot106	pipet238	dde2/ein2/pad4/sid2	_mock	6.531099076
Bac037	flat18	pot108	pipet238	dde2/ein2/pad4/sid2	_mock	6.694955878
Bac037	flat18	pot108	pipet238	dde2/ein2/pad4/sid2	_mock	6.531099076
Bac037	flat18	pot108	pipet238	dde2/ein2/pad4/sid2	_mock	6.192280519
Bac037	flat17	pot098	pipet239	dde2/ein2/pad4/sid2	flg22	6.649198388
Bac037	flat17	pot098	pipet239	dde2/ein2/pad4/sid2	flg22	6.211585674
Bac037	flat17	pot098	pipet239	dde2/ein2/pad4/sid2	flg22	6.192280519
Bac037	flat17	pot100	pipet239	dde2/ein2/pad4/sid2	flg22	6.297015869
Bac037	flat17	pot100	pipet239	dde2/ein2/pad4/sid2	flg22	6.368371778
Bac037	flat17	pot102	pipet239	dde2/ein2/pad4/sid2	flg22	6.473107129
Bac037	flat17	pot102	pipet239	dde2/ein2/pad4/sid2	flg22	6.247797847
Bac037	flat17	pot102	pipet239	dde2/ein2/pad4/sid2	flg22	6.418059562
Bac037	flat17	pot104	pipet240	dde2/ein2/pad4/sid2	flg22	6.355007816
Bac037	flat17	pot104	pipet240	dde2/ein2/pad4/sid2	flg22	6.053977821
Bac037	flat17	pot104	pipet240	dde2/ein2/pad4/sid2	flg22	6.590220528
Bac037	flat18	pot106	pipet240	dde2/ein2/pad4/sid2	flg22	5.418059562
Bac037	flat18	pot106	pipet240	dde2/ein2/pad4/sid2	flg22	5.649198388
Bac037	flat18	pot108	pipet240	dde2/ein2/pad4/sid2	flg22	6.059372853
Bac037	flat18	pot108	pipet240	dde2/ein2/pad4/sid2	flg22	5.247797847
Bac037	flat18	pot108	pipet240	dde2/ein2/pad4/sid2	flg22	6.150887834
Bac037	flat17	pot097	pipet241	dde2/ein2/sid2	_mock	7.247797847
Bac037	flat17	pot097	pipet241	dde2/ein2/sid2	_mock	6.451917829
Bac037	flat17	pot097	pipet241	dde2/ein2/sid2	_mock	6.642249528
Bac037	flat17	pot099	pipet241	dde2/ein2/sid2	_mock	7.08030676
Bac037	flat17	pot099	pipet241	dde2/ein2/sid2	_mock	6.849857838
Bac037	flat17	pot101	pipet241	dde2/ein2/sid2	_mock	7.105130343
Bac037	flat17	pot101	pipet241	dde2/ein2/sid2	_mock	6.862695063
Bac037	flat17	pot101	pipet241	dde2/ein2/sid2	_mock	7.211585674
Bac037	flat17	pot103	pipet242	dde2/ein2/sid2	_mock	6.053977821
Bac037	flat17	pot103	pipet242	dde2/ein2/sid2	_mock	7.025949097
Bac037	flat17	pot103	pipet242	dde2/ein2/sid2	_mock	6.891250523
Bac037	flat18	pot105	pipet242	dde2/ein2/sid2	_mock	6.381336755
Bac037	flat18	pot105	pipet242	dde2/ein2/sid2	_mock	6.849857838
Bac037	flat18	pot107	pipet242	dde2/ein2/sid2	_mock	6.613285832
Bac037	flat18	pot107	pipet242	dde2/ein2/sid2	_mock	5.995985874
Bac037	flat18	pot107	pipet242	dde2/ein2/sid2	_mock	7.105130343
Bac037	flat17	pot098	pipet243	dde2/ein2/sid2	flg22	5.590220528
Bac037	flat17	pot098	pipet243	dde2/ein2/sid2	flg22	5.150887834
Bac037	flat17	pot098	pipet243	dde2/ein2/sid2	flg22	5.929039084
Bac037	flat17	pot100	pipet243	dde2/ein2/sid2	flg22	5.297015869
Bac037	flat17	pot100	pipet243	dde2/ein2/sid2	flg22	6.150887834
Bac037	flat17	pot102	pipet243	dde2/ein2/sid2	flg22	6.025949097
Bac037	flat17	pot102	pipet243	dde2/ein2/sid2	flg22	6.128611439
Bac037	flat17	pot102	pipet243	dde2/ein2/sid2	flg22	5.548827842
Bac037	flat17	pot104	pipet244	dde2/ein2/sid2	flg22	5.172077133
Bac037	flat17	pot104	pipet244	dde2/ein2/sid2	flg22	5.192280519
Bac037	flat17	pot104	pipet244	dde2/ein2/sid2	flg22	5.172077133
Bac037	flat18	pot106	pipet244	dde2/ein2/sid2	flg22	5.747484929
Bac037	flat18	pot106	pipet244	dde2/ein2/sid2	flg22	5.326979093
Bac037	flat18	pot108	pipet244	dde2/ein2/sid2	flg22	4.192280519
Bac037	flat18	pot108	pipet244	dde2/ein2/sid2	flg22	5.23006908
Bac037	flat18	pot108	pipet244	dde2/ein2/sid2	flg22	4.649198388
Bac037	flat17	pot098	pipet245	dde2/pad4/sid2	_mock	7.297015869
Bac037	flat17	pot098	pipet245	dde2/pad4/sid2	_mock	6.429641435
Bac037	flat17	pot098	pipet245	dde2/pad4/sid2	_mock	6.62070985
Bac037	flat17	pot100	pipet245	dde2/pad4/sid2	_mock	6.598045865
Bac037	flat17	pot100	pipet245	dde2/pad4/sid2	_mock	6.891250523
Bac037	flat17	pot102	pipet245	dde2/pad4/sid2	_mock	7.451917829
Bac037	flat17	pot102	pipet245	dde2/pad4/sid2	_mock	6.694955878
Bac037	flat17	pot102	pipet245	dde2/pad4/sid2	_mock	6.590220528
Bac037	flat17	pot104	pipet246	dde2/pad4/sid2	_mock	6.297015869
Bac037	flat17	pot104	pipet246	dde2/pad4/sid2	_mock	6.429641435
Bac037	flat17	pot104	pipet246	dde2/pad4/sid2	_mock	6.548827842
Bac037	flat18	pot106	pipet246	dde2/pad4/sid2	_mock	6.540053918
Bac037	flat18	pot106	pipet246	dde2/pad4/sid2	_mock	6.429641435
Bac037	flat18	pot108	pipet246	dde2/pad4/sid2	_mock	6.531099076
Bac037	flat18	pot108	pipet246	dde2/pad4/sid2	_mock	6.662771195
Bac037	flat18	pot108	pipet246	dde2/pad4/sid2	_mock	6.540053918
Bac037	flat17	pot097	pipet247	dde2/pad4/sid2	flg22	5.613285832
Bac037	flat17	pot097	pipet247	dde2/pad4/sid2	flg22	3.804100348
Bac037	flat17	pot097	pipet247	dde2/pad4/sid2	flg22	5.105130343
Bac037	flat17	pot099	pipet247	dde2/pad4/sid2	flg22	5.326979093
Bac037	flat17	pot099	pipet247	dde2/pad4/sid2	flg22	5.451917829
Bac037	flat17	pot101	pipet247	dde2/pad4/sid2	flg22	5.763671691
Bac037	flat17	pot101	pipet247	dde2/pad4/sid2	flg22	4.891250523
Bac037	flat17	pot101	pipet247	dde2/pad4/sid2	flg22	5.605732694
Bac037	flat17	pot103	pipet248	dde2/pad4/sid2	flg22	4.557428014
Bac037	flat17	pot103	pipet248	dde2/pad4/sid2	flg22	6.053977821
Bac037	flat17	pot103	pipet248	dde2/pad4/sid2	flg22	6.172077133
Bac037	flat18	pot105	pipet248	dde2/pad4/sid2	flg22	5.701116187
Bac037	flat18	pot105	pipet248	dde2/pad4/sid2	flg22	5.891250523
Bac037	flat18	pot107	pipet248	dde2/pad4/sid2	flg22	4.23006908
Bac037	flat18	pot107	pipet248	dde2/pad4/sid2	flg22	4.845493033
Bac037	flat18	pot107	pipet248	dde2/pad4/sid2	flg22	5.105130343
Bac037	flat17	pot097	pipet249	ein2/pad4/sid2	_mock	7.473107129
Bac037	flat17	pot097	pipet249	ein2/pad4/sid2	_mock	6.440922445
Bac037	flat17	pot097	pipet249	ein2/pad4/sid2	_mock	7.473107129
Bac037	flat17	pot099	pipet249	ein2/pad4/sid2	_mock	7.473107129
Bac037	flat17	pot099	pipet249	ein2/pad4/sid2	_mock	7.105130343
Bac037	flat17	pot101	pipet249	ein2/pad4/sid2	_mock	6.891250523
Bac037	flat17	pot101	pipet249	ein2/pad4/sid2	_mock	6.752947825
Bac037	flat17	pot101	pipet249	ein2/pad4/sid2	_mock	7.025949097
Bac037	flat17	pot103	pipet250	ein2/pad4/sid2	_mock	6.849857838
Bac037	flat17	pot103	pipet250	ein2/pad4/sid2	_mock	7.08030676
Bac037	flat17	pot103	pipet250	ein2/pad4/sid2	_mock	6.724919102
Bac037	flat18	pot105	pipet250	ein2/pad4/sid2	_mock	6.929039084
Bac037	flat18	pot105	pipet250	ein2/pad4/sid2	_mock	6.736348563
Bac037	flat18	pot107	pipet250	ein2/pad4/sid2	_mock	6.995985874
Bac037	flat18	pot107	pipet250	ein2/pad4/sid2	_mock	7.025949097
Bac037	flat18	pot107	pipet250	ein2/pad4/sid2	_mock	6.929039084
Bac037	flat17	pot097	pipet251	ein2/pad4/sid2	flg22	6.483326294
Bac037	flat17	pot097	pipet251	ein2/pad4/sid2	flg22	5.929039084
Bac037	flat17	pot097	pipet251	ein2/pad4/sid2	flg22	5.628009089
Bac037	flat17	pot099	pipet251	ein2/pad4/sid2	flg22	5.694955878
Bac037	flat17	pot099	pipet251	ein2/pad4/sid2	flg22	6.247797847
Bac037	flat17	pot101	pipet251	ein2/pad4/sid2	flg22	5.590220528
Bac037	flat17	pot101	pipet251	ein2/pad4/sid2	flg22	5.192280519
Bac037	flat17	pot101	pipet251	ein2/pad4/sid2	flg22	5.326979093
Bac037	flat17	pot103	pipet252	ein2/pad4/sid2	flg22	6.211585674
Bac037	flat17	pot103	pipet252	ein2/pad4/sid2	flg22	6.192280519
Bac037	flat17	pot103	pipet252	ein2/pad4/sid2	flg22	6.297015869
Bac037	flat18	pot105	pipet252	ein2/pad4/sid2	flg22	5.849857838
Bac037	flat18	pot105	pipet252	ein2/pad4/sid2	flg22	4.995985874
Bac037	flat18	pot107	pipet252	ein2/pad4/sid2	flg22	5.128611439
Bac037	flat18	pot107	pipet252	ein2/pad4/sid2	flg22	5.79434051
Bac037	flat18	pot107	pipet252	ein2/pad4/sid2	flg22	5.341219532
